Index,Symbol,Date,Close,Polarity
205,ABC,2009-05-07,36.37,0
206,ABC,2009-05-06,35.2,1
207,ABC,2009-05-05,35.12,1
208,ABC,2009-05-04,35.1,1
209,ABC,2009-05-01,34.35,1
210,ABC,2009-04-30,33.64,1
211,ABC,2009-04-29,34.73,0
212,ABC,2009-04-28,34.9,0
213,ABC,2009-04-27,35.25,0
214,ABC,2009-04-24,34.58,1
215,ABC,2009-04-23,35.41,0
216,ABC,2009-04-22,34.75,1
217,ABC,2009-04-21,34.57,1
218,ABC,2009-04-20,34.69,0
219,ABC,2009-04-17,34.84,0
220,ABC,2009-04-16,33.85,1
221,ABC,2009-04-15,32.89,1
222,ABC,2009-04-14,33.13,0
223,ABC,2009-04-13,33.27,0
224,ABC,2009-04-09,33.08,1
225,ABC,2009-04-08,32.57,1
226,ABC,2009-04-07,32.51,1
227,ABC,2009-04-06,32.81,0
228,ABT,2009-06-25,48.02,0
229,ABT,2009-06-24,46.99,1
230,ABT,2009-06-23,46.86,1
231,ABT,2009-06-22,46.71,1
232,ABT,2009-06-19,47.58,0
233,ABT,2009-06-18,47.66,0
234,ABT,2009-06-17,45.92,1
235,ABT,2009-06-16,44.73,1
236,ABT,2009-06-15,44.73,1
237,ABT,2009-06-12,45.42,0
238,ABT,2009-06-11,44.56,1
239,ABT,2009-06-10,44.15,1
240,ABT,2009-06-09,44.35,0
241,ABT,2009-06-08,44.73,0
242,ABT,2009-06-05,44.98,0
243,ABT,2009-06-04,44.75,1
244,ABT,2009-06-03,45.12,0
245,ABT,2009-06-02,45.15,0
246,ABT,2009-06-01,44.98,1
247,ABT,2009-05-29,45.06,0
248,ABT,2009-05-28,44.6,1
249,ABT,2009-05-27,44.39,1
250,ABT,2009-05-26,44.57,0
251,ABT,2009-05-22,43.94,1
252,ABT,2009-05-21,43.32,1
253,ABT,2009-05-20,43.08,1
254,ABT,2009-05-19,42.88,1
255,ABT,2009-05-18,43.2,0
256,ABT,2009-05-15,43.32,0
257,ABT,2009-05-14,44.63,0
258,ABT,2009-05-13,45.5,0
259,ABT,2009-05-12,45.41,1
260,ABT,2009-05-11,44.87,1
261,ABT,2009-05-08,44.93,0
262,ABT,2009-05-07,44.62,1
263,ABT,2009-05-06,42.93,1
264,ABT,2009-05-05,43.73,0
265,ABT,2009-05-04,43.18,1
266,ABT,2009-05-01,41.52,1
267,ABT,2009-04-30,41.85,0
268,ABT,2009-04-29,42.62,0
269,ABT,2009-04-28,43.01,0
270,ABT,2009-04-27,43.16,0
271,ABT,2009-04-24,43.09,1
272,ABT,2009-04-23,43.36,0
273,ABT,2009-04-22,42.5,1
274,ABT,2009-04-21,44.37,0
275,ABT,2009-04-20,44.09,1
276,ABT,2009-04-17,43.89,1
277,ABT,2009-04-16,42.69,1
278,ABT,2009-04-15,42.66,1
279,ABT,2009-04-14,44.71,0
280,ABT,2009-04-13,44.38,1
281,ABT,2009-04-09,44.03,1
282,ABT,2009-04-08,43.67,1
283,ABT,2009-04-07,42.92,1
284,ABT,2009-04-06,43.36,0
285,ADBE,2009-06-25,28.52,1
286,ADBE,2009-06-24,27.74,1
287,ADBE,2009-06-23,27.71,1
288,ADBE,2009-06-22,27.31,1
289,ADBE,2009-06-19,29.33,0
290,ADBE,2009-06-18,28.72,1
291,ADBE,2009-06-17,28.68,1
292,ADBE,2009-06-16,28.17,1
293,ADBE,2009-06-15,28.82,0
294,ADBE,2009-06-12,30.15,0
295,ADBE,2009-06-11,30.4,0
296,ADBE,2009-06-10,30.17,1
297,ADBE,2009-06-09,29.77,1
298,ADBE,2009-06-08,29.17,1
299,ADBE,2009-06-05,29.98,0
300,ADBE,2009-06-04,29.44,1
301,ADBE,2009-06-03,29.06,1
302,ADBE,2009-06-02,29.59,0
303,ADBE,2009-06-01,29.36,1
304,ADBE,2009-05-29,28.18,1
305,ADBE,2009-05-28,27.54,1
306,ADBE,2009-05-27,27.25,1
307,ADBE,2009-05-26,27.89,0
308,ADBE,2009-05-22,26.48,1
309,ADBE,2009-05-21,26.07,1
310,ADBE,2009-05-20,26.39,0
311,ADBE,2009-05-19,26.56,0
312,ADBE,2009-05-18,26.48,1
313,ADBE,2009-05-15,25.92,1
314,ADBE,2009-05-14,25.93,0
315,ADBE,2009-05-13,25.17,1
316,ADBE,2009-05-12,25.99,0
317,ADBE,2009-05-11,26.15,0
318,ADBE,2009-05-08,25.42,1
319,ADBE,2009-05-07,25.63,0
320,ADBE,2009-05-06,26.35,0
321,ADBE,2009-05-05,26.89,0
322,ADBE,2009-05-04,26.69,1
323,ADBE,2009-05-01,27.46,0
324,ADBE,2009-04-30,27.35,1
325,ADBE,2009-04-29,26.75,1
326,ADBE,2009-04-28,25.7,1
327,ADBE,2009-04-27,26.14,0
328,ADBE,2009-04-24,26.42,0
329,ADBE,2009-04-23,24.48,1
330,ADBE,2009-04-22,24.16,1
331,ADBE,2009-04-21,23.75,1
332,ADBE,2009-04-20,23.46,1
333,ADBE,2009-04-17,24.7,0
334,ADBE,2009-04-16,24.38,1
335,ADBE,2009-04-15,23.64,1
336,ADBE,2009-04-14,24.01,0
337,ADBE,2009-04-13,24.72,0
338,ADBE,2009-04-09,24.87,0
339,ADBE,2009-04-08,23.92,1
340,ADBE,2009-04-07,22.96,1
341,ADBE,2009-04-06,23.19,0
342,ADI,2009-06-25,24.79,0
343,ADI,2009-06-24,23.73,1
344,ADI,2009-06-23,23.34,1
345,ADI,2009-06-22,23.65,0
346,ADI,2009-06-19,24.54,0
347,ADI,2009-06-18,24.41,1
348,ADI,2009-06-17,24.64,0
349,ADI,2009-06-16,24.41,1
350,ADI,2009-06-15,25.0,0
351,ADI,2009-06-12,25.4,0
352,ADI,2009-06-11,25.74,0
353,ADI,2009-06-10,25.71,1
354,ADI,2009-06-09,25.73,0
355,ADI,2009-06-08,24.43,1
356,ADI,2009-06-05,24.43,1
357,ADI,2009-06-04,24.56,0
358,ADI,2009-06-03,24.35,1
359,ADI,2009-06-02,24.48,0
360,ADI,2009-06-01,25.03,0
361,ADI,2009-05-29,24.41,1
362,ADI,2009-05-28,24.15,1
363,ADI,2009-05-27,23.94,1
364,ADI,2009-05-26,23.66,1
365,ADI,2009-05-22,23.59,1
366,ADI,2009-05-21,23.57,1
367,ADI,2009-05-20,23.8,0
368,ADI,2009-05-19,20.58,1
369,ADI,2009-05-18,19.9,1
370,ADI,2009-05-15,19.46,1
371,ADI,2009-05-14,20.09,0
372,ADI,2009-05-13,20.12,0
373,ADI,2009-05-12,20.61,0
374,ADI,2009-05-11,20.81,0
375,ADI,2009-05-08,20.67,1
376,ADI,2009-05-07,21.56,0
377,ADI,2009-05-06,22.62,0
378,ADI,2009-05-05,22.0,1
379,ADI,2009-05-04,22.06,0
380,ADI,2009-05-01,21.15,1
381,ADI,2009-04-30,21.28,0
382,ADI,2009-04-29,20.78,1
383,ADI,2009-04-28,20.55,1
384,ADI,2009-04-27,20.84,0
385,ADI,2009-04-24,21.16,0
386,ADI,2009-04-23,20.91,1
387,ADI,2009-04-22,20.93,0
388,ADI,2009-04-21,20.75,1
389,ADI,2009-04-20,20.68,1
390,ADI,2009-04-17,21.41,0
391,ADI,2009-04-16,21.29,1
392,ADI,2009-04-15,20.42,1
393,ADI,2009-04-14,20.85,0
394,ADI,2009-04-13,20.55,1
395,ADI,2009-04-09,20.76,0
396,ADI,2009-04-08,20.13,1
397,ADI,2009-04-07,19.87,1
398,ADI,2009-04-06,20.34,0
399,ADM,2009-06-25,26.98,0
400,ADM,2009-06-24,26.5,1
401,ADM,2009-06-23,26.01,1
402,ADM,2009-06-22,26.75,0
403,ADM,2009-06-19,27.28,0
404,ADM,2009-06-18,27.26,1
405,ADM,2009-06-17,26.57,1
406,ADM,2009-06-16,27.11,0
407,ADM,2009-06-15,27.9,0
408,ADM,2009-06-12,28.71,0
409,ADM,2009-06-11,28.97,0
410,ADM,2009-06-10,28.8,1
411,ADM,2009-06-09,28.25,1
412,ADM,2009-06-08,27.91,1
413,ADM,2009-06-05,27.91,1
414,ADM,2009-06-04,28.38,0
415,ADM,2009-06-03,27.8,1
416,ADM,2009-06-02,28.36,0
417,ADM,2009-06-01,28.39,0
418,ADM,2009-05-29,27.52,1
419,ADM,2009-05-28,27.19,1
420,ADM,2009-05-27,26.7,1
421,ADM,2009-05-26,27.02,0
422,ADM,2009-05-22,27.17,0
423,ADM,2009-05-21,25.85,1
424,ADM,2009-05-20,26.52,0
425,ADM,2009-05-19,25.75,1
426,ADM,2009-05-18,24.93,1
427,ADM,2009-05-15,25.17,0
428,ADM,2009-05-14,25.21,0
429,ADM,2009-05-13,24.85,1
430,ADM,2009-05-12,25.89,0
431,ADM,2009-05-11,25.68,1
432,ADM,2009-05-08,26.97,0
433,ADM,2009-05-07,24.97,1
434,ADM,2009-05-06,24.24,1
435,ADM,2009-05-05,23.84,1
436,ADM,2009-05-04,26.17,0
437,ADM,2009-05-01,25.51,1
438,ADM,2009-04-30,24.62,1
439,ADM,2009-04-29,24.48,1
440,ADM,2009-04-28,24.2,1
441,ADM,2009-04-27,24.2,1
442,ADM,2009-04-24,23.77,1
443,ADM,2009-04-23,23.73,1
444,ADM,2009-04-22,24.98,0
445,ADM,2009-04-21,24.65,1
446,ADM,2009-04-20,24.62,1
447,ADM,2009-04-17,26.18,0
448,ADM,2009-04-16,26.08,1
449,ADM,2009-04-15,25.89,1
450,ADM,2009-04-14,25.53,1
451,ADM,2009-04-13,26.91,0
452,ADM,2009-04-09,25.85,1
453,ADM,2009-04-08,25.78,1
454,ADM,2009-04-07,25.66,1
455,ADM,2009-04-06,28.71,0
456,ADP,2009-06-25,34.61,0
457,ADP,2009-06-24,35.43,0
458,ADP,2009-06-23,35.07,1
459,ADP,2009-06-22,35.18,0
460,ADP,2009-06-19,35.68,0
461,ADP,2009-06-18,35.39,1
462,ADP,2009-06-17,36.19,0
463,ADP,2009-06-16,36.23,0
464,ADP,2009-06-15,36.5,0
465,ADP,2009-06-12,37.29,0
466,ADP,2009-06-11,37.41,0
467,ADP,2009-06-10,37.39,1
468,ADP,2009-06-09,38.3,0
469,ADP,2009-06-08,38.28,1
470,ADP,2009-06-05,38.55,0
471,ADP,2009-06-04,38.13,1
472,ADP,2009-06-03,37.99,1
473,ADP,2009-06-02,38.58,0
474,ADP,2009-06-01,38.82,0
475,ADP,2009-05-29,38.01,1
476,ADP,2009-05-28,38.0,1
477,ADP,2009-05-27,37.08,1
478,ADP,2009-05-26,36.98,1
479,ADP,2009-05-22,35.97,1
480,ADP,2009-05-21,35.55,1
481,ADP,2009-05-20,35.33,1
482,ADP,2009-05-19,35.72,0
483,ADP,2009-05-18,36.36,0
484,ADP,2009-05-15,35.79,1
485,ADP,2009-05-14,36.17,0
486,ADP,2009-05-13,36.3,0
487,ADP,2009-05-12,37.01,0
488,ADP,2009-05-11,36.82,1
489,ADP,2009-05-08,36.84,0
490,ADP,2009-05-07,36.39,1
491,ADP,2009-05-06,36.82,0
492,ADP,2009-05-05,35.68,1
493,ADP,2009-05-04,34.86,1
494,ADP,2009-05-01,35.52,0
495,ADP,2009-04-30,35.2,1
496,ADP,2009-04-29,35.42,0
497,ADP,2009-04-28,34.66,1
498,ADP,2009-04-27,34.46,1
499,ADP,2009-04-24,35.35,0
500,ADP,2009-04-23,34.98,1
501,ADP,2009-04-22,35.54,0
502,ADP,2009-04-21,36.04,0
503,ADP,2009-04-20,35.5,1
504,ADP,2009-04-17,36.11,0
505,ADP,2009-04-16,36.52,0
506,ADP,2009-04-15,35.53,1
507,ADP,2009-04-14,35.63,0
508,ADP,2009-04-13,36.05,0
509,ADP,2009-04-09,36.2,0
510,ADP,2009-04-08,35.26,1
511,ADP,2009-04-07,35.25,1
512,ADP,2009-04-06,36.22,0
513,ADSK,2009-06-25,20.08,1
514,ADSK,2009-06-24,19.84,1
515,ADSK,2009-06-23,19.74,1
516,ADSK,2009-06-22,19.8,0
517,ADSK,2009-06-19,20.54,0
518,ADSK,2009-06-18,20.72,0
519,ADSK,2009-06-17,20.97,0
520,ADSK,2009-06-16,20.98,0
521,ADSK,2009-06-15,21.31,0
522,ADSK,2009-06-12,22.24,0
523,ADSK,2009-06-11,22.4,0
524,ADSK,2009-06-10,22.3,1
525,ADSK,2009-06-09,22.46,0
526,ADSK,2009-06-08,22.03,1
527,ADSK,2009-06-05,22.17,0
528,ADSK,2009-06-04,22.19,0
529,ADSK,2009-06-03,22.08,1
530,ADSK,2009-06-02,22.22,0
531,ADSK,2009-06-01,22.66,0
532,ADSK,2009-05-29,21.46,1
533,ADSK,2009-05-28,21.19,1
534,ADSK,2009-05-27,21.16,1
535,ADSK,2009-05-26,21.12,1
536,ADSK,2009-05-22,20.7,1
537,ADSK,2009-05-21,18.83,1
538,ADSK,2009-05-20,19.14,0
539,ADSK,2009-05-19,19.42,0
540,ADSK,2009-05-18,19.48,0
541,ADSK,2009-05-15,19.0,1
542,ADSK,2009-05-14,18.84,1
543,ADSK,2009-05-13,18.5,1
544,ADSK,2009-05-12,19.4,0
545,ADSK,2009-05-11,19.8,0
546,ADSK,2009-05-08,19.7,1
547,ADSK,2009-05-07,19.47,1
548,ADSK,2009-05-06,20.47,0
549,ADSK,2009-05-05,20.44,1
550,ADSK,2009-05-04,20.47,0
551,ADSK,2009-05-01,19.63,1
552,ADSK,2009-04-30,19.94,0
553,ADSK,2009-04-29,19.45,1
554,ADSK,2009-04-28,18.7,1
555,ADSK,2009-04-27,19.01,0
556,ADSK,2009-04-24,19.68,0
557,ADSK,2009-04-23,18.52,1
558,ADSK,2009-04-22,18.81,0
559,ADSK,2009-04-21,18.15,1
560,ADSK,2009-04-20,17.54,1
561,ADSK,2009-04-17,18.51,0
562,ADSK,2009-04-16,18.38,1
563,ADSK,2009-04-15,18.39,0
564,ADSK,2009-04-14,18.5,0
565,ADSK,2009-04-13,18.76,0
566,ADSK,2009-04-09,19.3,0
567,ADSK,2009-04-08,18.44,1
568,ADSK,2009-04-07,17.7,1
569,ADSK,2009-04-06,18.27,0
570,AEE,2009-06-25,24.84,0
571,AEE,2009-06-24,24.17,1
572,AEE,2009-06-23,23.91,1
573,AEE,2009-06-22,24.1,0
574,AEE,2009-06-19,24.07,1
575,AEE,2009-06-18,24.48,0
576,AEE,2009-06-17,23.95,1
577,AEE,2009-06-16,24.03,0
578,AEE,2009-06-15,24.09,0
579,AEE,2009-06-12,24.41,0
580,AEE,2009-06-11,24.22,1
581,AEE,2009-06-10,23.64,1
582,AEE,2009-06-09,23.48,1
583,AEE,2009-06-08,23.68,0
584,AEE,2009-06-05,24.08,0
585,AEE,2009-06-04,24.17,0
586,AEE,2009-06-03,24.03,1
587,AEE,2009-06-02,24.29,0
588,AEE,2009-06-01,24.35,0
589,AEE,2009-05-29,23.26,1
590,AEE,2009-05-28,23.42,0
591,AEE,2009-05-27,22.85,1
592,AEE,2009-05-26,23.5,0
593,AEE,2009-05-22,22.79,1
594,AEE,2009-05-21,22.64,1
595,AEE,2009-05-20,23.09,0
596,AEE,2009-05-19,23.35,0
597,AEE,2009-05-18,23.19,1
598,AEE,2009-05-15,23.21,0
599,AEE,2009-05-14,24.02,0
600,AEE,2009-05-13,24.05,0
601,AEE,2009-05-12,24.46,0
602,AEE,2009-05-11,24.27,1
603,AEE,2009-05-08,24.65,0
604,AEE,2009-05-07,24.26,1
605,AEE,2009-05-06,24.09,1
606,AEE,2009-05-05,23.94,1
607,AEE,2009-05-04,24.18,0
608,AEE,2009-05-01,23.95,1
609,AEE,2009-04-30,23.02,1
610,AEE,2009-04-29,22.86,1
611,AEE,2009-04-28,22.42,1
612,AEE,2009-04-27,22.5,0
613,AEE,2009-04-24,22.15,1
614,AEE,2009-04-23,22.07,1
615,AEE,2009-04-22,22.08,0
616,AEE,2009-04-21,22.4,0
617,AEE,2009-04-20,22.2,1
618,AEE,2009-04-17,22.49,0
619,AEE,2009-04-16,22.2,1
620,AEE,2009-04-15,22.14,1
621,AEE,2009-04-14,22.27,0
622,AEE,2009-04-13,22.64,0
623,AEE,2009-04-09,22.91,0
624,AEE,2009-04-08,22.68,1
625,AEE,2009-04-07,22.75,0
626,AEE,2009-04-06,23.17,0
627,AEP,2009-06-25,28.92,0
628,AEP,2009-06-24,28.54,1
629,AEP,2009-06-23,28.25,1
630,AEP,2009-06-22,28.75,0
631,AEP,2009-06-19,28.37,1
632,AEP,2009-06-18,28.46,0
633,AEP,2009-06-17,27.79,1
634,AEP,2009-06-16,27.67,1
635,AEP,2009-06-15,27.36,1
636,AEP,2009-06-12,28.0,0
637,AEP,2009-06-11,27.45,1
638,AEP,2009-06-10,26.8,1
639,AEP,2009-06-09,26.14,1
640,AEP,2009-06-08,26.37,0
641,AEP,2009-06-05,26.8,0
642,AEP,2009-06-04,26.38,1
643,AEP,2009-06-03,26.33,1
644,AEP,2009-06-02,26.44,0
645,AEP,2009-06-01,27.26,0
646,AEP,2009-05-29,26.34,1
647,AEP,2009-05-28,26.09,1
648,AEP,2009-05-27,25.42,1
649,AEP,2009-05-26,25.85,0
650,AEP,2009-05-22,25.15,1
651,AEP,2009-05-21,25.05,1
652,AEP,2009-05-20,25.13,0
653,AEP,2009-05-19,25.81,0
654,AEP,2009-05-18,25.53,1
655,AEP,2009-05-15,24.94,1
656,AEP,2009-05-14,25.71,0
657,AEP,2009-05-13,26.03,0
658,AEP,2009-05-12,26.64,0
659,AEP,2009-05-11,26.1,1
660,AEP,2009-05-08,26.15,0
661,AEP,2009-05-07,26.23,0
662,AEP,2009-05-06,26.18,1
663,AEP,2009-05-05,26.71,0
664,AEP,2009-05-04,26.77,0
665,AEP,2009-05-01,26.94,0
666,AEP,2009-04-30,26.38,1
667,AEP,2009-04-29,26.44,0
668,AEP,2009-04-28,26.35,1
669,AEP,2009-04-27,26.31,1
670,AEP,2009-04-24,26.16,1
671,AEP,2009-04-23,26.14,1
672,AEP,2009-04-22,26.15,0
673,AEP,2009-04-21,26.77,0
674,AEP,2009-04-20,26.81,0
675,AEP,2009-04-17,27.33,0
676,AEP,2009-04-16,27.12,1
677,AEP,2009-04-15,26.5,1
678,AEP,2009-04-14,25.86,1
679,AEP,2009-04-13,26.09,0
680,AEP,2009-04-09,26.4,0
681,AEP,2009-04-08,26.48,0
682,AEP,2009-04-07,26.1,1
683,AEP,2009-04-06,26.32,0
684,AES,2009-06-25,11.12,1
685,AES,2009-06-24,10.58,1
686,AES,2009-06-23,9.63,1
687,AES,2009-06-22,9.16,1
688,AES,2009-06-19,9.75,0
689,AES,2009-06-18,9.61,1
690,AES,2009-06-17,9.69,0
691,AES,2009-06-16,9.98,0
692,AES,2009-06-15,10.08,0
693,AES,2009-06-12,10.69,0
694,AES,2009-06-11,10.42,1
695,AES,2009-06-10,10.12,1
696,AES,2009-06-09,10.07,1
697,AES,2009-06-08,10.24,0
698,AES,2009-06-05,10.31,0
699,AES,2009-06-04,10.43,0
700,AES,2009-06-03,10.03,1
701,AES,2009-06-02,10.52,0
702,AES,2009-06-01,10.68,0
703,AES,2009-05-29,9.99,1
704,AES,2009-05-28,9.51,1
705,AES,2009-05-27,8.87,1
706,AES,2009-05-26,8.99,0
707,AES,2009-05-22,8.62,1
708,AES,2009-05-21,8.68,0
709,AES,2009-05-20,8.86,0
710,AES,2009-05-19,9.55,0
711,AES,2009-05-18,9.02,1
712,AES,2009-05-15,8.55,1
713,AES,2009-05-14,9.15,0
714,AES,2009-05-13,8.37,1
715,AES,2009-05-12,8.99,0
716,AES,2009-05-11,9.02,0
717,AES,2009-05-08,9.62,0
718,AES,2009-05-07,8.14,1
719,AES,2009-05-06,8.23,0
720,AES,2009-05-05,8.22,1
721,AES,2009-05-04,8.11,1
722,AES,2009-05-01,7.73,1
723,AES,2009-04-30,7.07,1
724,AES,2009-04-29,6.77,1
725,AES,2009-04-28,6.58,1
726,AES,2009-04-27,6.55,1
727,AES,2009-04-24,6.92,0
728,AES,2009-04-23,6.69,1
729,AES,2009-04-22,6.7,0
730,AES,2009-04-21,6.85,0
731,AES,2009-04-20,6.56,1
732,AES,2009-04-17,6.95,0
733,AES,2009-04-16,6.75,1
734,AES,2009-04-15,6.55,1
735,AES,2009-04-14,6.52,1
736,AES,2009-04-13,6.51,1
